,CustomerKey,GeographyKey,Fullname,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
11138,17051,547,Isaiah Evans,05/10/1950,M,M,80000,3,1,Bachellors,Management,1,1
11139,17052,562,Thomas Young,15/01/1951,S,M,60000,2,1,High School,Professional,0,2
11140,17053,442,Franklin Li,23/08/1951,M,M,60000,2,1,High School,Professional,1,2
11141,17054,430,Jared Howard,28/04/1951,M,M,60000,2,1,Partial College,Professional,1,2
11142,17055,538,Carol Cox,08/11/1951,M,F,70000,4,2,Partial College,Professional,1,1
11143,17056,535,Brooke Peterson,24/10/1952,S,F,70000,2,1,High School,Professional,1,2
11144,17057,566,Alex Gray,12/11/1952,M,M,70000,2,1,Partial High School,Skilled Manual,1,2
11145,17058,693,Rachel Anderson,13/03/1952,M,F,70000,2,1,Partial High School,Skilled Manual,1,2
11146,17059,445,Jaime Alvarez,07/03/1952,S,F,70000,2,1,Partial High School,Skilled Manual,1,2
11147,17060,582,Bradley Shen,15/11/1953,S,M,60000,3,1,Partial High School,Skilled Manual,1,2
11148,17061,686,Blake Rodriguez,17/04/1966,M,M,60000,0,0,Graduate Degree,Professional,1,0
11149,17062,445,Kyle Lopez,09/01/1966,S,M,70000,4,0,Graduate Degree,Professional,0,0
11150,17063,547,Xavier Roberts,14/03/1966,S,M,70000,4,0,Graduate Degree,Professional,1,0
11151,17064,691,Gabrielle Turner,12/12/1966,M,F,70000,4,0,Graduate Degree,Professional,1,0
11152,17065,580,Tamara Nath,13/09/1966,S,F,70000,5,0,Graduate Degree,Professional,1,0
11153,17066,430,Carrie Gill,04/01/1966,S,F,70000,5,0,Graduate Degree,Professional,0,0
11154,17067,475,Justin Taylor,16/04/1969,M,M,80000,2,0,Graduate Degree,Professional,1,0
11155,17068,502,Olivia Bennett,12/12/1969,M,F,80000,3,0,Graduate Degree,Professional,1,0
11156,17069,667,Amanda Wood,13/10/1969,S,F,80000,3,0,Graduate Degree,Professional,0,0
11157,17070,550,Jacob Johnson,03/07/1972,S,M,80000,0,0,Bachellors,Management,0,1
11158,17071,472,Ian Morris,10/04/1968,S,M,80000,0,0,Bachellors,Management,1,1
11159,17072,584,Trevor Ross,13/07/1968,M,M,80000,0,0,Bachellors,Management,0,1
11160,17073,511,Alyssa Morris,19/02/1968,M,F,80000,0,0,Bachellors,Management,0,1
11161,17074,675,Mackenzie Green,13/04/1967,S,F,100000,1,0,Bachellors,Management,0,2
11162,17075,562,Justin Davis,25/04/1967,M,M,100000,1,0,Bachellors,Management,0,2
11163,17076,551,Edward Jones,14/02/1967,S,M,110000,0,1,Graduate Degree,Management,0,1
11164,17077,538,Logan Williams,12/11/1967,S,M,110000,0,1,Graduate Degree,Management,0,2
11165,17078,690,Sarah Williams,09/04/1967,S,F,120000,0,0,Bachellors,Management,1,3
11166,17079,644,Jack Young,13/09/1963,S,M,80000,4,3,Bachellors,Management,1,0
11167,17080,695,Haley Phillips,06/03/1968,M,F,90000,4,4,Partial College,Skilled Manual,1,2
11168,17081,701,Isabella Peterson,25/09/1968,S,F,90000,4,4,Partial College,Skilled Manual,0,2
11169,17082,536,Paige Watson,10/09/1968,M,F,100000,3,0,Bachellors,Management,1,3
11170,17083,537,Nathaniel Peterson,01/08/1968,S,M,100000,3,0,Bachellors,Management,0,3
11171,17084,582,Kaitlyn Foster,17/08/1968,M,F,110000,2,1,Graduate Degree,Management,1,3
11172,17085,584,Cameron McDonald,22/08/1968,S,M,110000,2,1,Graduate Degree,Management,0,3
11173,17086,508,Jeremiah Evans,16/07/1979,M,M,40000,0,0,High School,Skilled Manual,1,2
11174,17087,582,Bridget Anand,13/02/1979,S,F,40000,0,0,Partial College,Skilled Manual,1,1
11175,17088,582,Maria Simmons,14/04/1979,S,F,40000,0,0,Partial College,Skilled Manual,0,1
11176,17089,582,Marshall Lal,28/04/1979,M,M,40000,0,0,Partial College,Skilled Manual,1,1
11177,17090,610,Xavier Campbell,13/09/1979,M,M,40000,0,0,Partial College,Skilled Manual,0,1
11178,17091,631,Edward Walker,05/04/1979,M,M,40000,0,0,Partial College,Skilled Manual,1,1
11179,17092,518,Valerie Liang,25/06/1944,S,F,20000,3,0,High School,Skilled Manual,1,2
11180,17093,490,Morgan Hall,16/12/1978,S,F,40000,0,0,High School,Skilled Manual,0,2
11181,17094,583,Brad Kumar,26/02/1978,M,M,30000,0,0,Partial College,Skilled Manual,0,1
11182,17095,644,Melanie Peterson,26/11/1978,M,F,30000,0,0,Partial College,Skilled Manual,1,1
11183,17096,694,Natalie Bryant,11/02/1978,M,F,30000,0,0,Partial College,Skilled Manual,1,1
11184,17097,584,Alexandra Stewart,19/11/1978,M,F,60000,0,0,Partial College,Skilled Manual,1,2
11185,17098,610,Jennifer Barnes,03/09/1978,S,F,60000,0,0,Partial College,Skilled Manual,1,2
11186,17099,699,Roger Zhu,25/01/1947,M,M,30000,2,0,Partial College,Clerical,0,2
11187,17100,707,Jesse Turner,06/10/1978,M,M,70000,0,0,Partial College,Skilled Manual,1,2
11188,17101,707,Kimberly Gray,25/08/1978,S,F,90000,4,4,Partial College,Skilled Manual,0,3
11189,17102,675,Timothy Bell,13/09/1977,S,M,40000,0,0,Bachellors,Professional,0,2
11190,17103,519,Arturo Deng,04/06/1948,M,M,20000,4,0,High School,Skilled Manual,1,2
11191,17104,549,Pedro Martin,20/11/1948,S,M,20000,2,1,Partial High School,Clerical,1,2
11192,17105,619,Hannah Williams,21/08/1977,M,F,60000,0,0,Partial College,Skilled Manual,1,2
11193,17106,475,Hannah Garcia,23/11/1977,M,F,60000,0,0,Partial College,Skilled Manual,0,2
11194,17107,488,Chloe Williams,27/05/1977,M,F,60000,0,0,Partial College,Skilled Manual,1,2
11195,17108,632,Tara Simpson,25/03/1950,S,F,20000,2,1,Partial High School,Clerical,1,2
11196,17109,632,Roger Yang,20/05/1950,S,M,20000,2,1,Partial High School,Clerical,1,2
11197,17110,632,Leonard Tang,06/03/1950,S,M,20000,2,1,Partial High School,Clerical,0,2
11198,17111,518,Cassandra Sai,07/05/1951,M,F,20000,2,1,Partial High School,Clerical,1,2
11199,17112,558,Jon Zhang,07/07/1951,M,M,20000,2,1,Partial High School,Clerical,1,2
11200,17113,475,Savannah Evans,22/07/1980,M,F,30000,0,0,Partial College,Skilled Manual,1,2
11201,17114,706,Amanda Powell,13/04/1952,S,F,30000,3,0,High School,Skilled Manual,1,2
11202,17115,487,Jared Cox,13/06/1953,S,M,40000,2,0,Partial College,Skilled Manual,1,2
11203,17116,599,Deanna Jim̩nez,07/03/1953,M,F,40000,2,0,Partial College,Skilled Manual,1,2
11204,17117,637,Sabrina Dominguez,05/02/1953,S,F,40000,2,0,Partial College,Skilled Manual,1,2
11205,17118,558,Craig Vazquez,15/08/1954,S,M,40000,3,0,Partial High School,Clerical,0,2
11206,17119,596,Briana Jim̩nez,11/07/1955,M,F,80000,2,0,Partial College,Skilled Manual,1,2
11207,17120,512,Curtis Ma,10/04/1955,S,M,80000,2,0,Partial College,Skilled Manual,1,2
11208,17121,554,Pedro Alvarez,20/07/1955,S,M,80000,2,0,Partial College,Skilled Manual,1,2
11209,17122,701,Julia Robinson,15/02/1975,M,F,40000,0,0,Partial College,Skilled Manual,1,2
11210,17123,677,Gabriel King,08/06/1975,M,M,40000,0,0,High School,Skilled Manual,0,2
11211,17124,584,Daisy Ortega,12/02/1975,S,F,40000,0,0,High School,Skilled Manual,1,2
11212,17125,472,Mackenzie Kelly,02/07/1975,M,F,40000,0,0,High School,Skilled Manual,1,2
11213,17126,631,Dalton Jackson,22/09/1975,M,M,60000,0,0,Partial College,Skilled Manual,1,2
11214,17127,633,Anna Johnson,12/01/1975,M,F,60000,0,0,Partial College,Skilled Manual,1,2
11215,17128,691,Fernando Price,18/06/1975,M,M,60000,0,0,Partial College,Skilled Manual,1,2
11216,17129,625,Jeremiah Lee,20/04/1974,M,M,50000,0,0,High School,Skilled Manual,1,2
11217,17130,550,Justin Griffin,06/03/1974,S,M,50000,0,0,High School,Skilled Manual,0,2
11218,17131,499,Joshua Taylor,02/02/1973,S,M,60000,0,0,Partial College,Skilled Manual,1,2
11219,17132,443,Todd Zhu,09/04/1973,S,M,70000,0,0,Partial College,Professional,0,2
11220,17133,492,Clinton Romero,19/03/1956,S,M,80000,2,0,High School,Skilled Manual,0,2
11221,17134,679,Willie Huang,01/12/1956,S,M,80000,2,0,High School,Skilled Manual,1,2
11222,17135,646,Terrance Rana,23/11/1956,M,M,80000,2,0,High School,Skilled Manual,0,2
11223,17136,468,Carla Madan,09/05/1957,S,F,70000,2,0,High School,Skilled Manual,0,2
11224,17137,473,Kelli Raje,26/03/1957,M,F,70000,2,0,High School,Skilled Manual,1,2
11225,17138,669,Kristi Lopez,27/09/1958,S,F,100000,1,0,Bachellors,Management,0,3
11226,17139,697,Marvin Ramos,13/11/1958,S,M,100000,1,0,Bachellors,Management,0,4
11227,17140,656,Carrie Gutierrez,16/07/1958,M,F,100000,1,1,Bachellors,Management,0,0
11228,17141,680,Gilbert Kumar,04/01/1959,S,M,100000,1,1,Bachellors,Management,1,3
11229,17142,701,Joseph Robinson,16/03/1974,M,M,50000,0,0,High School,Professional,1,2
11230,17143,577,Willie Lin,14/08/1974,S,M,50000,0,0,High School,Professional,0,2
11231,17144,551,Samuel Gonzalez,15/05/1974,S,M,60000,0,0,Partial College,Professional,1,2
11232,17145,575,Noah Phillips,23/08/1974,S,M,60000,0,0,Partial College,Professional,1,2
11233,17146,443,Brandon Jones,11/11/1974,S,M,60000,0,0,Partial College,Professional,0,2
11234,17147,658,Gavin Washington,12/12/1966,S,M,130000,0,1,Graduate Degree,Management,0,4
11235,17148,582,Omar Black,18/07/1964,S,M,60000,4,4,Bachellors,Skilled Manual,0,3
11236,17149,442,Jon Zhao,19/02/1964,S,M,60000,4,4,Bachellors,Skilled Manual,0,3
11237,17150,645,William Miller,11/08/1964,M,M,60000,4,2,Bachellors,Skilled Manual,1,2
11238,17151,505,Connor Chen,06/11/1964,S,M,60000,4,2,Bachellors,Skilled Manual,0,2
11239,17152,475,Katherine Walker,12/04/1963,S,F,40000,0,0,Bachellors,Professional,0,1
11240,17153,546,Ian Rivera,01/03/1963,M,M,70000,4,2,Bachellors,Professional,1,2
11241,17154,671,Mackenzie Torres,24/03/1963,S,F,70000,4,2,Bachellors,Professional,1,2
11242,17155,652,Katherine Patterson,11/04/1968,S,F,70000,0,0,Bachellors,Professional,0,1
11243,17156,667,Taylor Watson,24/08/1968,S,F,70000,0,0,Bachellors,Professional,1,1
11244,17157,691,Gabrielle Hall,11/06/1968,S,F,70000,0,0,Bachellors,Professional,0,1
11245,17158,668,Elijah Edwards,26/04/1963,M,M,70000,4,2,Bachellors,Professional,1,3
11246,17159,584,Clarence Luo,06/03/1962,S,M,70000,1,0,Bachellors,Professional,1,1
11247,17160,584,Tamara Yang,27/02/1962,M,F,70000,1,0,Bachellors,Professional,1,1
11248,17161,647,Melanie Reed,10/09/1962,S,F,70000,1,0,Bachellors,Professional,0,1
11249,17162,668,Jessica Perry,14/03/1962,S,F,60000,1,0,Bachellors,Professional,0,1
11250,17163,488,Bruce Ward,11/06/1962,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11251,17164,573,Rachel Washington,11/03/1962,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11252,17165,645,Gabrielle Coleman,21/10/1962,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11253,17166,467,Alexa Rivera,09/09/1961,M,F,40000,4,2,High School,Skilled Manual,0,2
11254,17167,619,Cassidy Coleman,04/07/1961,M,F,40000,4,2,High School,Skilled Manual,1,2
11255,17168,653,Samuel Hughes,19/02/1961,S,M,60000,1,0,Partial College,Skilled Manual,1,1
11256,17169,652,Jacqueline Ward,10/10/1961,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11257,17170,701,Lucas Blue,18/03/1961,M,M,60000,1,0,Partial College,Skilled Manual,0,1
11258,17171,633,Isabella Johnson,21/01/1961,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11259,17172,597,Aidan Henderson,16/10/1961,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11260,17173,443,Charles Moore,27/11/1961,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11261,17174,467,Timothy Young,01/02/1960,S,M,40000,4,2,High School,Skilled Manual,1,2
11262,17175,580,Marco Subram,24/04/1960,M,M,40000,4,2,High School,Skilled Manual,1,3
11263,17176,580,Clifford Subram,01/07/1960,M,M,40000,4,2,High School,Skilled Manual,1,3
11264,17177,668,Natalie Roberts,04/07/1967,S,F,60000,0,0,Partial College,Skilled Manual,0,1
11265,17178,682,Cameron Henderson,18/08/1967,S,M,60000,0,0,Partial College,Skilled Manual,0,1
11266,17179,701,Katherine James,27/04/1967,S,F,60000,0,0,Partial College,Skilled Manual,0,1
11267,17180,580,Billy Alvarez,28/10/1967,S,M,60000,0,0,Partial College,Skilled Manual,0,1
11268,17181,583,Jerry Chander,04/08/1967,S,M,60000,0,0,Partial College,Skilled Manual,0,1
11269,17182,500,Katherine Rodriguez,06/03/1960,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11270,17183,707,Fernando Turner,05/09/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11271,17184,443,Nicole Howard,04/07/1960,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11272,17185,667,Madison Russell,10/06/1960,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11273,17186,443,Eric Alexander,19/04/1960,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11274,17187,580,Jenny Wagner,06/02/1960,M,F,60000,1,0,Partial College,Skilled Manual,1,1
11275,17188,653,Aaron Chen,13/11/1959,M,M,60000,4,3,Bachellors,Professional,1,0
11276,17189,644,Kayla Price,16/04/1959,S,F,60000,4,3,Bachellors,Professional,1,0
11277,17190,665,James Griffin,26/10/1959,S,M,70000,2,0,Graduate Degree,Professional,0,1
11278,17191,538,Kimberly Cook,21/05/1959,S,F,70000,2,0,Graduate Degree,Professional,1,1
11279,17192,597,Mya Long,19/06/1959,S,F,70000,2,0,Graduate Degree,Professional,1,1
11280,17193,575,Abigail Sanchez,22/09/1959,M,F,70000,5,5,Graduate Degree,Professional,1,3
11281,17194,502,Taylor Davis,19/04/1959,S,F,70000,5,5,Graduate Degree,Professional,1,3
11282,17195,580,Lydia Garcia,15/02/1959,S,F,80000,1,0,Graduate Degree,Professional,0,0
11283,17196,446,Kellie Martin,03/07/1959,S,F,80000,3,0,Graduate Degree,Professional,0,0
11284,17197,686,Timothy Cox,18/05/1958,M,M,80000,1,0,Partial College,Skilled Manual,1,1
11285,17198,562,Kayla Rodriguez,06/10/1958,S,F,60000,1,0,Bachellors,Professional,1,1
11286,17199,550,Jared Moyer,10/02/1958,M,M,60000,1,0,Bachellors,Professional,0,1
11287,17200,689,Alyssa Jones,10/05/1958,S,F,60000,1,0,Bachellors,Professional,0,1
11288,17201,547,Morgan Henderson,10/03/1958,M,F,60000,1,0,Bachellors,Professional,1,1
11289,17202,492,Tyler Martinez,25/09/1969,M,M,80000,4,4,Graduate Degree,Management,1,0
11290,17203,425,Maria King,15/03/1969,S,F,80000,4,4,Graduate Degree,Management,1,0
11291,17204,697,Victor Gomez,28/06/1969,M,M,90000,1,0,Graduate Degree,Management,1,0
11292,17205,706,Peter Xu,02/10/1969,M,M,100000,1,0,Graduate Degree,Management,1,0
11293,17206,478,Carolyn Mehta,03/03/1968,M,F,60000,2,2,Bachellors,Professional,0,1
11294,17207,534,Angelica Long,22/07/1970,S,F,80000,4,4,Graduate Degree,Management,1,1
11295,17208,692,Larry Moreno,11/05/1970,M,M,80000,4,4,Graduate Degree,Management,1,1
11296,17209,531,Karen Sun,22/07/1970,S,F,90000,2,0,Bachellors,Professional,1,0
11297,17210,699,Krista Carlson,08/11/1968,M,F,60000,2,2,Bachellors,Professional,1,1
11298,17211,648,Meghan Alan,02/06/1968,M,F,60000,2,2,Bachellors,Professional,1,1
11299,17212,680,Randall Suarez,24/10/1968,M,M,60000,2,2,Bachellors,Professional,1,1
11300,17213,471,Melody Hernandez,05/04/1968,M,F,60000,2,2,Bachellors,Professional,1,1
11301,17214,656,Jared Morgan,12/03/1968,M,M,70000,5,5,Bachellors,Professional,0,3
11302,17215,634,Hailey King,12/03/1968,M,F,70000,5,5,Bachellors,Professional,1,3
11303,17216,568,Priscilla Shen,11/11/1967,S,F,60000,2,2,Bachellors,Professional,0,1
11304,17217,549,Adrienne Ramos,24/01/1967,M,F,70000,5,5,Bachellors,Professional,0,3
11305,17218,599,Kristy Carlson,14/10/1969,S,F,110000,1,0,Graduate Degree,Management,1,0
11306,17219,655,Denise Arun,04/07/1967,M,F,70000,5,5,Bachellors,Professional,1,4
11307,17220,648,Chad Goel,19/04/1967,S,M,80000,5,5,Graduate Degree,Management,1,3
11308,17221,680,Kelsey Xu,20/09/1966,S,F,80000,5,5,Bachellors,Professional,0,4
11309,17222,690,Isabella Rodriguez,13/11/1957,M,F,60000,2,0,High School,Professional,1,2
11310,17223,703,Eduardo Lewis,05/01/1957,S,M,60000,2,0,High School,Professional,0,2
11311,17224,475,Jessica Davis,07/07/1957,S,F,60000,2,0,High School,Professional,1,2
11312,17225,667,Spencer Henderson,03/02/1957,S,M,90000,2,0,Partial College,Professional,0,1
11313,17226,688,Robert Ross,13/09/1957,M,M,90000,2,0,Partial College,Professional,1,1
11314,17227,479,Sebastian Ramirez,23/05/1956,M,M,80000,2,0,Partial High School,Skilled Manual,1,2
11315,17228,535,Caleb Wang,14/09/1956,S,M,80000,2,0,Partial High School,Skilled Manual,0,2
11316,17229,537,Gloria Reed,07/02/1956,S,F,80000,2,0,Partial High School,Skilled Manual,0,2
11317,17230,560,Samantha Wilson,17/09/1956,S,F,80000,2,0,Partial High School,Skilled Manual,0,2
11318,17231,707,Stephanie Morgan,27/09/1956,S,F,80000,2,0,Partial High School,Skilled Manual,1,2
11319,17232,686,James Powell,19/08/1956,S,M,80000,2,0,Partial High School,Skilled Manual,1,2
11320,17233,580,Gavin Russell,23/02/1965,S,M,90000,4,4,Partial College,Professional,0,3
11321,17234,566,Patrick Richardson,22/02/1965,S,M,100000,4,1,Partial College,Professional,0,4
11322,17235,582,Jack Nelson,13/02/1965,M,M,100000,4,1,Partial College,Professional,1,4
11323,17236,619,Cole Rogers,11/02/1965,S,M,120000,2,2,Bachellors,Management,0,4
11324,17237,472,Isabel Diaz,13/07/1965,S,F,120000,2,2,Bachellors,Management,0,4
11325,17238,475,Hailey Foster,12/06/1965,M,F,120000,3,2,Bachellors,Management,1,4
11326,17239,631,Dalton Flores,07/07/1965,S,M,120000,3,2,Bachellors,Management,0,4
11327,17240,701,Richard Ramirez,23/04/1964,S,M,80000,4,3,Partial College,Professional,0,1
11328,17241,537,Eduardo Clark,14/07/1964,M,M,90000,0,0,Partial College,Professional,0,1
11329,17242,678,Charles King,03/06/1964,M,M,100000,5,2,Partial College,Professional,1,0
11330,17243,610,Madison Butler,03/07/1964,M,F,120000,4,2,Partial College,Professional,1,4
11331,17244,502,Marcus Cook,17/10/1964,S,M,130000,2,2,Bachellors,Management,0,3
11332,17245,560,Samantha Davis,17/05/1964,M,F,160000,1,1,Bachellors,Management,1,3
11333,17246,490,Gavin Henderson,05/01/1956,S,M,80000,3,0,Partial College,Professional,1,1
11334,17247,620,Alexa Gray,11/10/1956,S,F,80000,3,0,Partial College,Professional,0,2
11335,17248,644,Jonathan Adams,22/09/1956,S,M,90000,2,1,Partial College,Professional,1,0
11336,17249,511,Eric Scott,16/05/1963,S,M,80000,4,3,Partial College,Professional,0,2
11337,17250,660,Julia Carter,02/03/1963,M,F,90000,0,0,Partial College,Professional,1,1
11338,17251,582,Tyrone Dominguez,18/05/1963,M,M,100000,0,2,Partial College,Professional,1,2
11339,17252,430,Joe Rubio,18/01/1963,M,M,100000,0,2,Partial College,Professional,1,2
11340,17253,667,Sydney Murphy,13/11/1963,M,F,130000,3,2,Bachellors,Management,1,4
11341,17254,570,Jeremiah Green,11/05/1963,S,M,160000,1,1,Bachellors,Management,0,4
11342,17255,550,Jacqueline Brooks,15/08/1962,S,F,80000,5,4,Partial College,Professional,0,3
11343,17256,577,Robert Clark,22/07/1962,S,M,90000,5,4,Partial College,Professional,1,3
11344,17257,580,Colin Beck,18/10/1962,M,M,90000,5,4,Partial College,Professional,1,3
11345,17258,575,Zachary Martin,18/04/1962,S,M,100000,1,2,Partial College,Professional,1,4
11346,17259,689,Destiny Bryant,09/09/1962,S,F,130000,1,3,Bachellors,Management,0,1
11347,17260,547,Samuel Mitchell,03/12/1962,M,M,160000,1,2,Bachellors,Management,1,3
11348,17261,490,Hunter Roberts,22/08/1961,S,M,70000,5,4,Partial College,Professional,0,3
11349,17262,701,Stephanie Griffin,22/07/1961,M,F,80000,5,4,Partial College,Professional,1,3
11350,17263,627,Destiny Diaz,07/07/1961,M,F,80000,5,4,Partial College,Professional,1,3
11351,17264,627,Jonathan Lee,07/05/1961,M,M,80000,5,4,Partial College,Professional,1,3
11352,17265,642,Nicole Diaz,27/09/1961,S,F,90000,4,3,Partial College,Professional,0,1
11353,17266,686,Shirleen Travers,25/08/1961,S,M,90000,4,3,High School,Professional,1,2
11354,17267,686,Wyatt Flores,23/03/1961,S,M,90000,4,3,High School,Professional,0,2
11355,17268,445,Jordan Young,12/03/1961,M,F,110000,1,3,Partial College,Professional,1,4
11356,17269,470,Jordan Campbell,13/07/1961,S,F,120000,1,3,High School,Professional,1,4
11357,17270,633,Alexandra Green,23/02/1961,S,F,130000,1,3,Bachellors,Management,0,1
11358,17271,566,Samuel Long,26/03/1955,S,M,60000,2,0,High School,Professional,1,2
11359,17272,430,Sean Gonzalez,04/06/1955,S,M,60000,2,0,High School,Professional,1,2
11360,17273,550,Hunter Jai,16/10/1955,M,M,70000,4,3,High School,Professional,1,1
11361,17274,538,Madeline Mitchell,14/08/1955,M,F,90000,2,1,High School,Professional,1,1
11362,17275,597,William Rodriguez,04/12/1954,S,M,70000,2,0,Partial High School,Skilled Manual,1,2
11363,17276,445,Ian Howard,17/06/1954,S,M,70000,2,0,Partial High School,Skilled Manual,0,2
11364,17277,583,Christy Deng,25/11/1935,M,F,40000,3,0,Partial College,Professional,1,2
11365,17278,583,Katrina Deng,02/02/1935,S,F,40000,3,0,Partial College,Professional,1,2
11366,17279,442,Jaime Becker,21/07/1935,M,M,50000,2,0,Graduate Degree,Management,1,2
11367,17280,442,Spencer Simmons,23/11/1935,M,M,50000,2,0,Graduate Degree,Management,1,2
11368,17281,523,Tristan Powell,22/02/1935,S,M,50000,2,0,Graduate Degree,Management,1,2
11369,17282,469,Juan Cox,26/12/1935,M,M,70000,4,0,Graduate Degree,Management,1,2
11370,17283,686,Cindy Foster,21/07/1936,S,F,50000,2,0,Graduate Degree,Management,1,2
11371,17284,665,Rachel Long,11/01/1960,S,F,80000,5,4,Partial College,Professional,0,3
11372,17285,682,Bailey Kelly,05/03/1960,S,F,80000,5,4,Partial College,Professional,1,3
11373,17286,523,Savannah King,27/02/1960,M,F,100000,3,2,Partial College,Professional,1,4
11374,17287,677,Destiny Alexander,25/02/1960,M,F,100000,0,3,Partial College,Professional,0,1
11375,17288,470,Lauren Bennett,16/05/1960,M,F,110000,3,3,Partial College,Professional,1,4
11376,17289,470,Marco Srini,01/09/1960,S,M,110000,3,3,Partial College,Professional,1,4
11377,17290,538,Jack Gonzales,20/09/1960,S,M,160000,1,3,Partial College,Professional,0,3
11378,17291,467,Ian Brooks,15/04/1954,S,M,70000,2,0,Partial High School,Skilled Manual,0,2
11379,17292,442,David Miller,21/04/1954,S,M,70000,3,0,Partial High School,Skilled Manual,0,2
11380,17293,668,Alexandra Smith,07/11/1954,S,F,70000,3,0,Partial High School,Skilled Manual,1,2
11381,17294,547,Shelby Cox,15/02/1954,S,F,60000,2,0,Partial High School,Skilled Manual,0,2
11382,17295,652,Alexis Jenkins,04/08/1954,S,F,60000,2,0,Partial High School,Skilled Manual,1,2
11383,17296,500,Wyatt Collins,21/02/1954,M,M,60000,2,0,Partial High School,Skilled Manual,0,2
11384,17297,584,Thomas Butler,16/09/1953,S,M,70000,3,0,Graduate Degree,Management,0,2
11385,17298,660,Gabrielle Edwards,23/03/1953,S,F,70000,3,0,Graduate Degree,Management,0,2
11386,17299,502,Maria Edwards,22/08/1953,M,F,70000,3,0,Graduate Degree,Management,1,2
11387,17300,488,Jonathan Shan,28/06/1951,S,M,40000,3,0,Partial College,Professional,0,2
11388,17301,551,Abigail Bennett,23/11/1949,S,F,30000,4,0,High School,Professional,1,2
11389,17302,619,Jasmine Long,27/08/1949,S,F,30000,4,0,High School,Professional,0,2
11390,17303,511,Caroline Hughes,20/02/1949,M,F,30000,4,0,High School,Professional,1,2
11391,17304,568,Justin Lewis,27/11/1964,S,M,60000,3,3,Bachellors,Professional,1,2
11392,17305,697,Colleen Zeng,16/02/1964,M,F,60000,4,4,Bachellors,Professional,1,3
11393,17306,425,Patricia Lopez,07/08/1964,S,F,60000,4,4,Bachellors,Professional,1,3
11394,17307,510,Elizabeth Powell,01/06/1963,M,F,60000,5,5,Bachellors,Professional,1,3
11395,17308,680,Morgan Gray,23/02/1963,M,F,60000,3,2,Bachellors,Professional,1,1
11396,17309,599,Hector Serrano,07/10/1963,S,M,60000,3,2,Bachellors,Professional,1,2
11397,17310,487,Julie Lal,07/04/1967,M,F,90000,2,2,Bachellors,Professional,0,0
11398,17311,510,Ross Sanchez,24/05/1967,M,M,90000,4,4,Bachellors,Professional,0,0
11399,17312,558,Terry Raje,08/02/1967,S,M,100000,0,0,Graduate Degree,Management,1,0
11400,17313,648,Joy Jimenez,25/12/1962,S,F,60000,1,0,Partial College,Skilled Manual,0,1
11401,17314,561,Brett Perez,15/03/1962,S,M,60000,1,0,Bachellors,Professional,1,1
11402,17315,699,Dwayne Romero,27/10/1962,S,M,60000,1,0,Bachellors,Professional,1,1
11403,17316,637,Stacy Alonso,05/10/1962,S,F,60000,1,0,Bachellors,Professional,0,1
11404,17317,656,Jaime Martin,11/06/1962,M,F,60000,1,0,Bachellors,Professional,0,1
11405,17318,549,Ivan Weber,02/11/1961,M,M,60000,1,0,Partial College,Skilled Manual,0,1
11406,17319,492,Grace Lee,09/07/1961,M,F,60000,1,0,Bachellors,Professional,0,1
11407,17320,646,Ashlee She,15/05/1960,S,F,60000,1,0,Partial College,Skilled Manual,0,1
11408,17321,669,Janet Navarro,19/11/1960,S,F,60000,1,0,Partial College,Skilled Manual,1,1
11409,17322,596,Arturo Wu,10/05/1960,M,M,60000,1,0,Partial College,Skilled Manual,0,1
11410,17323,512,Willie Chen,23/01/1964,S,M,70000,0,0,Bachellors,Professional,0,1
11411,17324,493,Nathan Moore,02/06/1963,S,M,70000,0,0,Bachellors,Professional,0,2
11412,17325,473,J̩sus Martin,05/10/1962,M,M,60000,1,0,Partial College,Skilled Manual,1,1
11413,17326,487,Drew Lal,15/07/1961,S,M,60000,1,0,Partial College,Skilled Manual,0,1
11414,17327,680,Carla Lopez,05/11/1958,S,F,90000,2,0,Bachellors,Professional,1,1
11415,17328,471,Tabitha Serrano,17/12/1957,S,F,70000,1,0,Partial College,Skilled Manual,0,1
11416,17329,680,Kyle Green,22/04/1956,M,M,80000,2,0,Partial College,Skilled Manual,1,1
11417,17330,561,Marcus Washington,06/11/1953,S,M,30000,2,0,Partial College,Clerical,1,2
11418,17331,522,Charles Bailey,02/04/1976,M,M,30000,0,0,High School,Skilled Manual,1,2
11419,17332,443,Colleen Beck,05/08/1976,M,F,30000,0,0,High School,Skilled Manual,0,2
